Va,x_cm,psi_V,n_cm-3,p_cm-3,phin_V,phip_V
0.448276,9.377180e-08,0.654769,9.991754e+20,3.393557e+06,0.000000,0.448252
0.448276,1.000445e-07,0.654778,9.994908e+20,3.392295e+06,0.000000,0.448250
0.448276,1.066937e-07,0.654783,9.996944e+20,3.391401e+06,0.000000,0.448249
0.448276,1.137417e-07,0.654786,9.998220e+20,3.390754e+06,0.000000,0.448247
0.448276,1.212127e-07,0.654788,9.998996e+20,3.390264e+06,0.000000,0.448245
0.448276,1.291319e-07,0.654789,9.999452e+20,3.389868e+06,0.000000,0.448243
0.448276,1.375262e-07,0.654790,9.999712e+20,3.389524e+06,0.000000,0.448242
0.448276,1.464242e-07,0.654790,9.999854e+20,3.389205e+06,0.000000,0.448239
0.448276,1.558561e-07,0.654791,9.999929e+20,3.388893e+06,0.000000,0.448237
0.448276,1.658539e-07,0.654791,9.999967e+20,3.388576e+06,0.000000,0.448235
0.448276,1.764516e-07,0.654791,9.999985e+20,3.388247e+06,0.000000,0.448232
0.448276,1.876852e-07,0.654791,9.999994e+20,3.387902e+06,0.000000,0.448230
0.448276,1.995927e-07,0.654791,9.999997e+20,3.387539e+06,0.000000,0.448227
0.448276,2.122147e-07,0.654791,9.999999e+20,3.387154e+06,0.000000,0.448224
0.448276,2.255940e-07,0.654791,1.000000e+21,3.386747e+06,0.000000,0.448221
0.448276,2.397761e-07,0.654791,1.000000e+21,3.386316e+06,0.000000,0.448218
0.448276,2.548091e-07,0.654791,1.000000e+21,3.385859e+06,0.000000,0.448214
0.448276,2.707441e-07,0.654791,1.000000e+21,3.385374e+06,0.000000,0.448211
0.448276,2.876352e-07,0.654791,1.000000e+21,3.384861e+06,0.000000,0.448207
0.448276,3.055398e-07,0.654791,1.000000e+21,3.384317e+06,0.000000,0.448203
0.448276,3.245186e-07,0.654791,1.000000e+21,3.383740e+06,0.000000,0.448198
0.448276,3.446361e-07,0.654791,1.000000e+21,3.383129e+06,0.000000,0.448193
0.448276,3.659607e-07,0.654791,1.000000e+21,3.382481e+06,0.000000,0.448188
0.448276,3.885648e-07,0.654791,1.000000e+21,3.381794e+06,0.000000,0.448183
0.448276,4.125252e-07,0.654791,1.000000e+21,3.381067e+06,0.000000,0.448178
0.448276,4.379231e-07,0.654791,1.000000e+21,3.380296e+06,0.000000,0.448172
0.448276,4.648449e-07,0.654791,1.000000e+21,3.379478e+06,0.000000,0.448166
